Zip,City,State,Region,District
33687,"Tampa, FL",FL,East,District #10
33688,"Tampa, FL",FL,East,District #10
33689,"Tampa, FL",FL,East,District #10
33694,"Tampa, FL",FL,East,District #10
33701,"Saint Petersburg, FL",FL,East,District #10
33702,"Saint Petersburg, FL",FL,East,District #10
33703,"Saint Petersburg, FL",FL,East,District #10
33704,"Saint Petersburg, FL",FL,East,District #10
33705,"Saint Petersburg, FL",FL,East,District #10
33706,"Saint Petersburg, FL",FL,East,District #10
33707,"Saint Petersburg, FL",FL,East,District #10
33708,"Saint Petersburg, FL",FL,East,District #10
33709,"Saint Petersburg, FL",FL,East,District #10
33710,"Saint Petersburg, FL",FL,East,District #10
33711,"Saint Petersburg, FL",FL,East,District #10
33712,"Saint Petersburg, FL",FL,East,District #10
33713,"Saint Petersburg, FL",FL,East,District #10
33714,"Saint Petersburg, FL",FL,East,District #10
33715,"Saint Petersburg, FL",FL,East,District #10
33716,"Saint Petersburg, FL",FL,East,District #10
33729,"Saint Petersburg, FL",FL,East,District #10
33730,"Saint Petersburg, FL",FL,East,District #10
33731,"Saint Petersburg, FL",FL,East,District #10
33732,"Saint Petersburg, FL",FL,East,District #10
33733,"Saint Petersburg, FL",FL,East,District #10
33734,"Saint Petersburg, FL",FL,East,District #10
33736,"Saint Petersburg, FL",FL,East,District #10
33737,"Saint Petersburg, FL",FL,East,District #10
33738,"Saint Petersburg, FL",FL,East,District #10
33740,"Saint Petersburg, FL",FL,East,District #10
33741,"Saint Petersburg, FL",FL,East,District #10
33742,"Saint Petersburg, FL",FL,East,District #10
33743,"Saint Petersburg, FL",FL,East,District #10
33744,"Bay Pines, FL",FL,East,District #10
33747,"Saint Petersburg, FL",FL,East,District #10
33755,"Clearwater, FL",FL,East,District #10
33756,"Clearwater, FL",FL,East,District #10
33757,"Clearwater, FL",FL,East,District #10
33758,"Clearwater, FL",FL,East,District #10
33759,"Clearwater, FL",FL,East,District #10
33760,"Clearwater, FL",FL,East,District #10
33761,"Clearwater, FL",FL,East,District #10
33762,"Clearwater, FL",FL,East,District #10
33763,"Clearwater, FL",FL,East,District #10
33764,"Clearwater, FL",FL,East,District #10
33765,"Clearwater, FL",FL,East,District #10
33766,"Clearwater, FL",FL,East,District #10
33767,"Clearwater Beach, FL",FL,East,District #10
33769,"Clearwater, FL",FL,East,District #10
33770,"Largo, FL",FL,East,District #10
33771,"Largo, FL",FL,East,District #10
33772,"Seminole, FL",FL,East,District #10
33773,"Largo, FL",FL,East,District #10
33774,"Largo, FL",FL,East,District #10
33775,"Seminole, FL",FL,East,District #10
33776,"Seminole, FL",FL,East,District #10
33777,"Seminole, FL",FL,East,District #10
33778,"Largo, FL",FL,East,District #10
33779,"Largo, FL",FL,East,District #10
33780,"Pinellas Park, FL",FL,East,District #10
33781,"Pinellas Park, FL",FL,East,District #10
33782,"Pinellas Park, FL",FL,East,District #10
33784,"Saint Petersburg, FL",FL,East,District #10
33785,"Indian Rocks Beach, FL",FL,East,District #10
33786,"Belleair Beach, FL",FL,East,District #10
33801,"Lakeland, FL",FL,East,District #10
33802,"Lakeland, FL",FL,East,District #10
33803,"Lakeland, FL",FL,East,District #10
33804,"Lakeland, FL",FL,East,District #10
33805,"Lakeland, FL",FL,East,District #10
33806,"Lakeland, FL",FL,East,District #10
33807,"Lakeland, FL",FL,East,District #10
33809,"Lakeland, FL",FL,East,District #10
33810,"Lakeland, FL",FL,East,District #10
33811,"Lakeland, FL",FL,East,District #10
33812,"Lakeland, FL",FL,East,District #10
33813,"Lakeland, FL",FL,East,District #10
33815,"Lakeland, FL",FL,East,District #10
33820,"Alturas, FL",FL,East,District #10
33823,"Auburndale, FL",FL,East,District #10
33825,"Avon Park, FL",FL,East,District #10
33826,"Avon Park, FL",FL,East,District #10
33827,"Babson Park, FL",FL,East,District #10
33830,"Bartow, FL",FL,East,District #10
33831,"Bartow, FL",FL,East,District #10
33834,"Bowling Green, FL",FL,East,District #10
33835,"Bradley, FL",FL,East,District #10
33836,"Davenport, FL",FL,East,District #10
33837,"Davenport, FL",FL,East,District #10
33838,"Dundee, FL",FL,East,District #10
33839,"Eagle Lake, FL",FL,East,District #10
33840,"Eaton Park, FL",FL,East,District #10
33841,"Fort Meade, FL",FL,East,District #10
33843,"Frostproof, FL",FL,East,District #10
33844,"Haines City, FL",FL,East,District #10
33845,"Haines City, FL",FL,East,District #10
33846,"Highland City, FL",FL,East,District #10
33847,"Homeland, FL",FL,East,District #10
33849,"Kathleen, FL",FL,East,District #10
33850,"Lake Alfred, FL",FL,East,District #10
33851,"Lake Hamilton, FL",FL,East,District #10
33852,"Lake Placid, FL",FL,East,District #10
33853,"Lake Wales, FL",FL,East,District #10
33854,"Lakeshore, FL",FL,East,District #10
33855,"Indian Lake Estates, FL",FL,East,District #10
33856,"Nalcrest, FL",FL,East,District #10
33857,"Lorida, FL",FL,East,District #10
33858,"Loughman, FL",FL,East,District #10
33859,"Lake Wales, FL",FL,East,District #10
33860,"Mulberry, FL",FL,East,District #10
33862,"Lake Placid, FL",FL,East,District #10
33863,"Nichols, FL",FL,East,District #10
33865,"Ona, FL",FL,East,District #10
33867,"River Ranch, FL",FL,East,District #10
33868,"Polk City, FL",FL,East,District #10
33870,"Sebring, FL",FL,East,District #10
33871,"Sebring, FL",FL,East,District #10
33872,"Sebring, FL",FL,East,District #10
33873,"Wauchula, FL",FL,East,District #10
33875,"Sebring, FL",FL,East,District #10
33876,"Sebring, FL",FL,East,District #10
33877,"Waverly, FL",FL,East,District #10
33880,"Winter Haven, FL",FL,East,District #10
33881,"Winter Haven, FL",FL,East,District #10
33882,"Winter Haven, FL",FL,East,District #10
33883,"Winter Haven, FL",FL,East,District #10
33884,"Winter Haven, FL",FL,East,District #10
33885,"Winter Haven, FL",FL,East,District #10
33888,"Winter Haven, FL",FL,East,District #10
33890,"Zolfo Springs, FL",FL,East,District #10
33898,"Lake Wales, FL",FL,East,District #10
33900,"Fort Myers, FL",FL,East,District #10
33901,"Fort Myers, FL",FL,East,District #10
33902,"Fort Myers, FL",FL,East,District #10
33903,"North Fort Myers, FL",FL,East,District #10
33904,"Cape Coral, FL",FL,East,District #10
33905,"Fort Myers, FL",FL,East,District #10
33906,"Fort Myers, FL",FL,East,District #10
33907,"Fort Myers, FL",FL,East,District #10
33908,"Fort Myers, FL",FL,East,District #10
33909,"Cape Coral, FL",FL,East,District #10
33910,"Cape Coral, FL",FL,East,District #10
33911,"Fort Myers, FL",FL,East,District #10
33912,"Fort Myers, FL",FL,East,District #10
33913,"Fort Myers, FL",FL,East,District #10
33914,"Cape Coral, FL",FL,East,District #10
33915,"Cape Coral, FL",FL,East,District #10
33916,"Fort Myers, FL",FL,East,District #10
33917,"North Fort Myers, FL",FL,East,District #10
33918,"North Fort Myers, FL",FL,East,District #10
33919,"Fort Myers, FL",FL,East,District #10
33920,"Alva, FL",FL,East,District #10
33921,"Boca Grande, FL",FL,East,District #10
33922,"Bokeelia, FL",FL,East,District #10
33924,"Captiva, FL",FL,East,District #10
33927,"El Jobean, FL",FL,East,District #10
33928,"Estero, FL",FL,East,District #10
33929,"Estero, FL",FL,East,District #10
33930,"Felda, FL",FL,East,District #10
33931,"Fort Myers Beach, FL",FL,East,District #10
33932,"Fort Myers Beach, FL",FL,East,District #10
33935,"Labelle, FL",FL,East,District #10
33936,"Lehigh Acres, FL",FL,East,District #10
33938,"Murdock, FL",FL,East,District #10
33944,"Palmdale, FL",FL,East,District #10
33945,"Pineland, FL",FL,East,District #10
33946,"Placida, FL",FL,East,District #10
33947,"Rotonda West, FL",FL,East,District #10
33948,"Port Charlotte, FL",FL,East,District #10
33949,"Port Charlotte, FL",FL,East,District #10
33950,"Punta Gorda, FL",FL,East,District #10
33951,"Punta Gorda, FL",FL,East,District #10
33952,"Port Charlotte, FL",FL,East,District #10
33953,"Port Charlotte, FL",FL,East,District #10
33954,"Port Charlotte, FL",FL,East,District #10
33955,"Punta Gorda, FL",FL,East,District #10
33956,"Saint James City, FL",FL,East,District #10
33957,"Sanibel, FL",FL,East,District #10
33960,"Venus, FL",FL,East,District #10
33965,"Fort Myers, FL",FL,East,District #10
33966,"Fort Myers, FL",FL,East,District #10
33967,"Fort Myers, FL",FL,East,District #10
33970,"Lehigh Acres, FL",FL,East,District #10
33971,"Lehigh Acres, FL",FL,East,District #10
33972,"Lehigh Acres, FL",FL,East,District #10
33973,"Lehigh Acres, FL",FL,East,District #10
33974,"Lehigh Acres, FL",FL,East,District #10
33975,"Labelle, FL",FL,East,District #10
33976,"Lehigh Acres, FL",FL,East,District #10
33980,"Punta Gorda, FL",FL,East,District #10
33981,"Port Charlotte, FL",FL,East,District #10
33982,"Punta Gorda, FL",FL,East,District #10
33983,"Punta Gorda, FL",FL,East,District #10
33990,"Cape Coral, FL",FL,East,District #10
33991,"Cape Coral, FL",FL,East,District #10
33993,"Cape Coral, FL",FL,East,District #10
33994,"Fort Myers, FL",FL,East,District #10
34101,"Naples, FL",FL,East,District #10
34102,"Naples, FL",FL,East,District #10
34103,"Naples, FL",FL,East,District #10
34104,"Naples, FL",FL,East,District #10
34105,"Naples, FL",FL,East,District #10
34106,"Naples, FL",FL,East,District #10
34107,"Naples, FL",FL,East,District #10
34108,"Naples, FL",FL,East,District #10
34109,"Naples, FL",FL,East,District #10
34110,"Naples, FL",FL,East,District #10
34112,"Naples, FL",FL,East,District #10
34113,"Naples, FL",FL,East,District #10
34114,"Naples, FL",FL,East,District #10
34116,"Naples, FL",FL,East,District #10
34117,"Naples, FL",FL,East,District #10
34119,"Naples, FL",FL,East,District #10
34120,"Naples, FL",FL,East,District #10
34133,"Bonita Springs, FL",FL,East,District #10
34134,"Bonita Springs, FL",FL,East,District #10
34135,"Bonita Springs, FL",FL,East,District #10
34136,"Bonita Springs, FL",FL,East,District #10
34137,"Copeland, FL",FL,East,District #10
34138,"Chokoloskee, FL",FL,East,District #10
34139,"Everglades City, FL",FL,East,District #10
34140,"Goodland, FL",FL,East,District #10
34141,"Ochopee, FL",FL,East,District #10
34142,"Immokalee, FL",FL,East,District #10
34143,"Immokalee, FL",FL,East,District #10
34145,"Marco Island, FL",FL,East,District #10
34146,"Marco Island, FL",FL,East,District #10
34201,"Bradenton, FL",FL,East,District #10
34202,"Bradenton, FL",FL,East,District #10
34203,"Bradenton, FL",FL,East,District #10
34204,"Bradenton, FL",FL,East,District #10
34205,"Bradenton, FL",FL,East,District #10
34206,"Bradenton, FL",FL,East,District #10
34207,"Bradenton, FL",FL,East,District #10
34208,"Bradenton, FL",FL,East,District #10
34209,"Bradenton, FL",FL,East,District #10
34210,"Bradenton, FL",FL,East,District #10
34211,"Bradenton, FL",FL,East,District #10
34212,"Bradenton, FL",FL,East,District #10
34215,"Cortez, FL",FL,East,District #10
34216,"Anna Maria, FL",FL,East,District #10
34217,"Bradenton Beach, FL",FL,East,District #10
34218,"Holmes Beach, FL",FL,East,District #10
34219,"Parrish, FL",FL,East,District #10
34220,"Palmetto, FL",FL,East,District #10
34221,"Palmetto, FL",FL,East,District #10
34222,"Ellenton, FL",FL,East,District #10
34223,"Englewood, FL",FL,East,District #10
34224,"Englewood, FL",FL,East,District #10
34228,"Longboat Key, FL",FL,East,District #10
34229,"Osprey, FL",FL,East,District #10
34230,"Sarasota, FL",FL,East,District #10
34231,"Sarasota, FL",FL,East,District #10
34232,"Sarasota, FL",FL,East,District #10
34233,"Sarasota, FL",FL,East,District #10
34234,"Sarasota, FL",FL,East,District #10
34235,"Sarasota, FL",FL,East,District #10
34236,"Sarasota, FL",FL,East,District #10
34237,"Sarasota, FL",FL,East,District #10
34238,"Sarasota, FL",FL,East,District #10
34239,"Sarasota, FL",FL,East,District #10
34240,"Sarasota, FL",FL,East,District #10
34241,"Sarasota, FL",FL,East,District #10
34242,"Sarasota, FL",FL,East,District #10
34243,"Sarasota, FL",FL,East,District #10
34250,"Terra Ceia, FL",FL,East,District #10
34251,"Myakka City, FL",FL,East,District #10
34260,"Sarasota, FL",FL,East,District #10
34264,"Oneco, FL",FL,East,District #10
34265,"Arcadia, FL",FL,East,District #10
34266,"Arcadia, FL",FL,East,District #10
34267,"Fort Ogden, FL",FL,East,District #10
34268,"Nocatee, FL",FL,East,District #10
34269,"Arcadia, FL",FL,East,District #10
34270,"Tallevast, FL",FL,East,District #10
34272,"Laurel, FL",FL,East,District #10
34274,"Nokomis, FL",FL,East,District #10
34275,"Nokomis, FL",FL,East,District #10
34276,"Sarasota, FL",FL,East,District #10
34277,"Sarasota, FL",FL,East,District #10
34278,"Sarasota, FL",FL,East,District #10
34280,"Bradenton, FL",FL,East,District #10
34281,"Bradenton, FL",FL,East,District #10
34282,"Bradenton, FL",FL,East,District #10
34284,"Venice, FL",FL,East,District #10
34285,"Venice, FL",FL,East,District #10
34286,"North Port, FL",FL,East,District #10
34287,"North Port, FL",FL,East,District #10
34288,"North Port, FL",FL,East,District #10
34289,"North Port, FL",FL,East,District #10
34290,"North Port, FL",FL,East,District #10
34291,"North Port, FL",FL,East,District #10
34292,"Venice, FL",FL,East,District #10
34293,"Venice, FL",FL,East,District #10
34295,"Englewood, FL",FL,East,District #10
34606,"Spring Hill, FL",FL,East,District #10
34610,"Spring Hill, FL",FL,East,District #10
34611,"Spring Hill, FL",FL,East,District #10
34637,"Land O Lakes, FL",FL,East,District #10
34638,"Land O Lakes, FL",FL,East,District #10
34639,"Land O Lakes, FL",FL,East,District #10
34652,"New Port Richey, FL",FL,East,District #10
34653,"New Port Richey, FL",FL,East,District #10
34654,"New Port Richey, FL",FL,East,District #10
34655,"New Port Richey, FL",FL,East,District #10
34656,"New Port Richey, FL",FL,East,District #10
34660,"Ozona, FL",FL,East,District #10
34667,"Hudson, FL",FL,East,District #10
34668,"Port Richey, FL",FL,East,District #10
34669,"Hudson, FL",FL,East,District #10
34673,"Port Richey, FL",FL,East,District #10
34674,"Hudson, FL",FL,East,District #10
34677,"Oldsmar, FL",FL,East,District #10
34679,"Aripeka, FL",FL,East,District #10
34680,"Elfers, FL",FL,East,District #10
34681,"Crystal Beach, FL",FL,East,District #10
34682,"Palm Harbor, FL",FL,East,District #10
34683,"Palm Harbor, FL",FL,East,District #10
34684,"Palm Harbor, FL",FL,East,District #10
34685,"Palm Harbor, FL",FL,East,District #10
34688,"Tarpon Springs, FL",FL,East,District #10
34689,"Tarpon Springs, FL",FL,East,District #10
34690,"Holiday, FL",FL,East,District #10
34691,"Holiday, FL",FL,East,District #10
34692,"Holiday, FL",FL,East,District #10
34695,"Safety Harbor, FL",FL,East,District #10
34697,"Dunedin, FL",FL,East,District #10
34698,"Dunedin, FL",FL,East,District #10
34739,"Kenansville, FL",FL,East,District #10
34773,"Saint Cloud, FL",FL,East,District #10
34945,"Fort Pierce, FL",FL,East,District #10
34946,"Fort Pierce, FL",FL,East,District #10
34947,"Fort Pierce, FL",FL,East,District #10
34948,"Fort Pierce, FL",FL,East,District #10
34949,"Fort Pierce, FL",FL,East,District #10
34950,"Fort Pierce, FL",FL,East,District #10
34951,"Fort Pierce, FL",FL,East,District #10
34952,"Port Saint Lucie, FL",FL,East,District #10
34953,"Port Saint Lucie, FL",FL,East,District #10
34954,"Fort Pierce, FL",FL,East,District #10
34956,"Indiantown, FL",FL,East,District #10
34957,"Jensen Beach, FL",FL,East,District #10
34958,"Jensen Beach, FL",FL,East,District #10
34972,"Okeechobee, FL",FL,East,District #10
34973,"Okeechobee, FL",FL,East,District #10
34974,"Okeechobee, FL",FL,East,District #10
34979,"Fort Pierce, FL",FL,East,District #10
34981,"Fort Pierce, FL",FL,East,District #10
34982,"Fort Pierce, FL",FL,East,District #10
34983,"Port Saint Lucie, FL",FL,East,District #10
34984,"Port Saint Lucie, FL",FL,East,District #10
34985,"Port Saint Lucie, FL",FL,East,District #10
34986,"Port Saint Lucie, FL",FL,East,District #10
34987,"Port Saint Lucie, FL",FL,East,District #10
34988,"Port Saint Lucie, FL",FL,East,District #10
34990,"Palm City, FL",FL,East,District #10
34991,"Palm City, FL",FL,East,District #10
34992,"Port Salerno, FL",FL,East,District #10
34994,"Stuart, FL",FL,East,District #10
34995,"Stuart, FL",FL,East,District #10
34996,"Stuart, FL",FL,East,District #10
34997,"Stuart, FL",FL,East,District #10
33101,"Miami, FL",FL,East,District #10
33102,"Miami, FL",FL,East,District #10
33106,"Miami, FL",FL,East,District #10
33107,"Miami, FL",FL,East,District #10
33111,"Miami, FL",FL,East,District #10
33112,"Miami, FL",FL,East,District #10
33116,"Miami, FL",FL,East,District #10
33121,"Miami, FL",FL,East,District #10
33122,"Miami, FL",FL,East,District #10
33124,"Miami, FL",FL,East,District #10
33125,"Miami, FL",FL,East,District #10
33126,"Miami, FL",FL,East,District #10
33127,"Miami, FL",FL,East,District #10
33128,"Miami, FL",FL,East,District #10
33129,"Miami, FL",FL,East,District #10
33130,"Miami, FL",FL,East,District #10
33131,"Miami, FL",FL,East,District #10
33132,"Miami, FL",FL,East,District #10
33133,"Miami, FL",FL,East,District #10
33134,"Miami, FL",FL,East,District #10
33135,"Miami, FL",FL,East,District #10
33136,"Miami, FL",FL,East,District #10
33137,"Miami, FL",FL,East,District #10
33138,"Miami, FL",FL,East,District #10
33142,"Miami, FL",FL,East,District #10
33143,"Miami, FL",FL,East,District #10
33144,"Miami, FL",FL,East,District #10
33145,"Miami, FL",FL,East,District #10
33146,"Miami, FL",FL,East,District #10
33147,"Miami, FL",FL,East,District #10
33150,"Miami, FL",FL,East,District #10
33151,"Miami, FL",FL,East,District #10
33152,"Miami, FL",FL,East,District #10
33153,"Miami, FL",FL,East,District #10
33155,"Miami, FL",FL,East,District #10
33156,"Miami, FL",FL,East,District #10
33157,"Miami, FL",FL,East,District #10
33158,"Miami, FL",FL,East,District #10
33159,"Miami, FL",FL,East,District #10
33161,"Miami, FL",FL,East,District #10
33162,"Miami, FL",FL,East,District #10
33163,"Miami, FL",FL,East,District #10
33164,"Miami, FL",FL,East,District #10
33165,"Miami, FL",FL,East,District #10
33166,"Miami, FL",FL,East,District #10
33167,"Miami, FL",FL,East,District #10
33168,"Miami, FL",FL,East,District #10
33169,"Miami, FL",FL,East,District #10
33170,"Miami, FL",FL,East,District #10
33172,"Miami, FL",FL,East,District #10
33173,"Miami, FL",FL,East,District #10
33174,"Miami, FL",FL,East,District #10
33175,"Miami, FL",FL,East,District #10
33176,"Miami, FL",FL,East,District #10
33177,"Miami, FL",FL,East,District #10
33178,"Miami, FL",FL,East,District #10
33179,"Miami, FL",FL,East,District #10
33180,"Miami, FL",FL,East,District #10
33181,"Miami, FL",FL,East,District #10
33182,"Miami, FL",FL,East,District #10
33183,"Miami, FL",FL,East,District #10
33184,"Miami, FL",FL,East,District #10
33185,"Miami, FL",FL,East,District #10
33186,"Miami, FL",FL,East,District #10
33187,"Miami, FL",FL,East,District #10
33188,"Miami, FL",FL,East,District #10
33189,"Miami, FL",FL,East,District #10
33190,"Miami, FL",FL,East,District #10
33193,"Miami, FL",FL,East,District #10
33194,"Miami, FL",FL,East,District #10
33195,"Miami, FL",FL,East,District #10
33196,"Miami, FL",FL,East,District #10
33197,"Miami, FL",FL,East,District #10
33199,"Miami, FL",FL,East,District #10
33206,"Miami, FL",FL,East,District #10
33222,"Miami, FL",FL,East,District #10
33231,"Miami, FL",FL,East,District #10
33233,"Miami, FL",FL,East,District #10
33234,"Miami, FL",FL,East,District #10
33238,"Miami, FL",FL,East,District #10
33242,"Miami, FL",FL,East,District #10
33243,"Miami, FL",FL,East,District #10
33245,"Miami, FL",FL,East,District #10
33247,"Miami, FL",FL,East,District #10
33255,"Miami, FL",FL,East,District #10
33256,"Miami, FL",FL,East,District #10
33257,"Miami, FL",FL,East,District #10
33261,"Miami, FL",FL,East,District #10
33265,"Miami, FL",FL,East,District #10
33266,"Miami, FL",FL,East,District #10
33269,"Miami, FL",FL,East,District #10
33280,"Miami, FL",FL,East,District #10
33283,"Miami, FL",FL,East,District #10
33296,"Miami, FL",FL,East,District #10
33299,"Miami, FL",FL,East,District #10
45,"Southeast Marion Cnty, FL",FL,East,District #12
32003,"Fleming Island, FL",FL,East,District #12
32004,"Ponte Vedra Beach, FL",FL,East,District #12
32006,"Fleming Island, FL",FL,East,District #12
32007,"Bostwick, FL",FL,East,District #12
32008,"Branford, FL",FL,East,District #12
32009,"Bryceville, FL",FL,East,District #12
32011,"Callahan, FL",FL,East,District #12
32013,"Day, FL",FL,East,District #12
32024,"Lake City, FL",FL,East,District #12
32025,"Lake City, FL",FL,East,District #12
32026,"Raiford, FL",FL,East,District #12
32030,"Doctors Inlet, FL",FL,East,District #12
32033,"Elkton, FL",FL,East,District #12
32034,"Fernandina Beach, FL",FL,East,District #12
32035,"Fernandina Beach, FL",FL,East,District #12
32038,"Fort White, FL",FL,East,District #12
32040,"Glen Saint Mary, FL",FL,East,District #12
32041,"Yulee, FL",FL,East,District #12
32042,"Graham, FL",FL,East,District #12
32043,"Green Cove Springs, FL",FL,East,District #12
32044,"Hampton, FL",FL,East,District #12
32046,"Hilliard, FL",FL,East,District #12
32050,"Middleburg, FL",FL,East,District #12
32052,"Jasper, FL",FL,East,District #12
32053,"Jennings, FL",FL,East,District #12
32054,"Lake Butler, FL",FL,East,District #12
32055,"Lake City, FL",FL,East,District #12
32056,"Lake City, FL",FL,East,District #12
32058,"Lawtey, FL",FL,East,District #12
32059,"Lee, FL",FL,East,District #12
32060,"Live Oak, FL",FL,East,District #12
32061,"Lulu, FL",FL,East,District #12
32062,"Mc Alpin, FL",FL,East,District #12
32063,"Macclenny, FL",FL,East,District #12
32064,"Live Oak, FL",FL,East,District #12
32065,"Orange Park, FL",FL,East,District #12
32066,"Mayo, FL",FL,East,District #12
32067,"Orange Park, FL",FL,East,District #12
32068,"Middleburg, FL",FL,East,District #12
32071,"O Brien, FL",FL,East,District #12
32072,"Olustee, FL",FL,East,District #12
32073,"Orange Park, FL",FL,East,District #12
32079,"Penney Farms, FL",FL,East,District #12
32080,"Saint Augustine, FL",FL,East,District #12
32081,"Ponte Vedra, FL",FL,East,District #12
32082,"Ponte Vedra Beach, FL",FL,East,District #12
32083,"Raiford, FL",FL,East,District #12
32084,"Saint Augustine, FL",FL,East,District #12
32085,"Saint Augustine, FL",FL,East,District #12
32086,"Saint Augustine, FL",FL,East,District #12
32087,"Sanderson, FL",FL,East,District #12
32091,"Starke, FL",FL,East,District #12
32092,"Saint Augustine, FL",FL,East,District #12
32094,"Wellborn, FL",FL,East,District #12
32095,"Saint Augustine, FL",FL,East,District #12
32096,"White Springs, FL",FL,East,District #12
32097,"Yulee, FL",FL,East,District #12
32099,"Jacksonville, FL",FL,East,District #12
32102,"Astor, FL",FL,East,District #12
32105,"Barberville, FL",FL,East,District #12
32110,"Bunnell, FL",FL,East,District #12
32111,"Candler, FL",FL,East,District #12
32112,"Crescent City, FL",FL,East,District #12
32113,"Citra, FL",FL,East,District #12
32114,"Daytona Beach, FL",FL,East,District #12
32115,"Daytona Beach, FL",FL,East,District #12
32116,"Daytona Beach, FL",FL,East,District #12
32117,"Daytona Beach, FL",FL,East,District #12
32118,"Daytona Beach, FL",FL,East,District #12
32119,"Daytona Beach, FL",FL,East,District #12
32120,"Daytona Beach, FL",FL,East,District #12
32121,"Daytona Beach, FL",FL,East,District #12
32122,"Daytona Beach, FL",FL,East,District #12
32123,"Port Orange, FL",FL,East,District #12
32124,"Daytona Beach, FL",FL,East,District #12
32125,"Daytona Beach, FL",FL,East,District #12
32126,"Daytona Beach, FL",FL,East,District #12
32127,"Port Orange, FL",FL,East,District #12
32128,"Port Orange, FL",FL,East,District #12
32129,"Port Orange, FL",FL,East,District #12
32130,"De Leon Springs, FL",FL,East,District #12
32131,"East Palatka, FL",FL,East,District #12
32132,"Edgewater, FL",FL,East,District #12
32133,"Eastlake Weir, FL",FL,East,District #12
32134,"Fort Mc Coy, FL",FL,East,District #12
32135,"Palm Coast, FL",FL,East,District #12
32136,"Flagler Beach, FL",FL,East,District #12
32137,"Palm Coast, FL",FL,East,District #12
32138,"Grandin, FL",FL,East,District #12
32139,"Georgetown, FL",FL,East,District #12
32140,"Florahome, FL",FL,East,District #12
32141,"Edgewater, FL",FL,East,District #12
32142,"Palm Coast, FL",FL,East,District #12
32143,"Palm Coast, FL",FL,East,District #12
32145,"Hastings, FL",FL,East,District #12
32147,"Hollister, FL",FL,East,District #12
32148,"Interlachen, FL",FL,East,District #12
32149,"Edgar, FL",FL,East,District #12
32157,"Lake Como, FL",FL,East,District #12
32158,"Lady Lake, FL",FL,East,District #12
32159,"Lady Lake, FL",FL,East,District #12
32160,"Lake Geneva, FL",FL,East,District #12
32162,"The Villages, FL",FL,East,District #12
32163,"The Villages, FL",FL,East,District #12
32164,"Palm Coast, FL",FL,East,District #12
32168,"New Smyrna Beach, FL",FL,East,District #12
32169,"New Smyrna Beach, FL",FL,East,District #12
32170,"New Smyrna Beach, FL",FL,East,District #12
32173,"Ormond Beach, FL",FL,East,District #12
32174,"Ormond Beach, FL",FL,East,District #12
32175,"Ormond Beach, FL",FL,East,District #12
32176,"Ormond Beach, FL",FL,East,District #12
32177,"Palatka, FL",FL,East,District #12
32178,"Palatka, FL",FL,East,District #12
32179,"Ocklawaha, FL",FL,East,District #12
32180,"Pierson, FL",FL,East,District #12
32181,"Pomona Park, FL",FL,East,District #12
32182,"Orange Springs, FL",FL,East,District #12
32183,"Ocklawaha, FL",FL,East,District #12
32185,"Putnam Hall, FL",FL,East,District #12
32187,"San Mateo, FL",FL,East,District #12
32189,"Satsuma, FL",FL,East,District #12
32190,"Seville, FL",FL,East,District #12
32192,"Sparr, FL",FL,East,District #12
32193,"Welaka, FL",FL,East,District #12
32195,"Weirsdale, FL",FL,East,District #12
32198,"Daytona Beach, FL",FL,East,District #12
32201,"Jacksonville, FL",FL,East,District #12
32202,"Jacksonville, FL",FL,East,District #12
32203,"Jacksonville, FL",FL,East,District #12
32204,"Jacksonville, FL",FL,East,District #12
32205,"Jacksonville, FL",FL,East,District #12
32206,"Jacksonville, FL",FL,East,District #12
32207,"Jacksonville, FL",FL,East,District #12
32208,"Jacksonville, FL",FL,East,District #12
32209,"Jacksonville, FL",FL,East,District #12
32210,"Jacksonville, FL",FL,East,District #12
32211,"Jacksonville, FL",FL,East,District #12
32212,"Jacksonville, FL",FL,East,District #12
32214,"Jacksonville, FL",FL,East,District #12
32215,"Jacksonville, FL",FL,East,District #12
32216,"Jacksonville, FL",FL,East,District #12
32217,"Jacksonville, FL",FL,East,District #12
32218,"Jacksonville, FL",FL,East,District #12
32219,"Jacksonville, FL",FL,East,District #12
32220,"Jacksonville, FL",FL,East,District #12
32221,"Jacksonville, FL",FL,East,District #12
32222,"Jacksonville, FL",FL,East,District #12
32223,"Jacksonville, FL",FL,East,District #12
32224,"Jacksonville, FL",FL,East,District #12
32225,"Jacksonville, FL",FL,East,District #12
32226,"Jacksonville, FL",FL,East,District #12
32227,"Jacksonville, FL",FL,East,District #12
32228,"Jacksonville, FL",FL,East,District #12
32229,"Jacksonville, FL",FL,East,District #12
32230,"Jacksonville, FL",FL,East,District #12
32231,"Jacksonville, FL",FL,East,District #12
32232,"Jacksonville, FL",FL,East,District #12
32233,"Atlantic Beach, FL",FL,East,District #12
32234,"Jacksonville, FL",FL,East,District #12
32235,"Jacksonville, FL",FL,East,District #12
32236,"Jacksonville, FL",FL,East,District #12
32237,"Jacksonville, FL",FL,East,District #12
32238,"Jacksonville, FL",FL,East,District #12
32239,"Jacksonville, FL",FL,East,District #12
32240,"Jacksonville Beach, FL",FL,East,District #12
32241,"Jacksonville, FL",FL,East,District #12
32244,"Jacksonville, FL",FL,East,District #12
32245,"Jacksonville, FL",FL,East,District #12
32246,"Jacksonville, FL",FL,East,District #12
32247,"Jacksonville, FL",FL,East,District #12
